No.,Material,Density Measurement Method,Atmosphere,Printed Geom.,Laser Power (W),Scan Speed (mm/s),Hatch space (mm),Layer thickness (mm),Spot size (mm),Geometric Factor,D50 μm,RD (%),Printer Model,DOI,Density (g/cm^3),Specific Heat Capacity (J/kgK),Thermal Conductivity (W/mK),Melting Point (K)
919,CuCrZr,Archimedes method,Argon,Prismatic,380.0,900.0,0.06,0.03,0.07,15.99742460532076,30.268,83.7956307589211,EP-M250,https://doi.org/10.3390/ma13215028,8.94,383.0,323.0,1354.13
920,CuCrZr,Archimedes method,Argon,Prismatic,380.0,1000.0,0.06,0.03,0.07,15.99742460532076,30.268,81.6562472776009,EP-M250,https://doi.org/10.3390/ma13215028,8.94,383.0,323.0,1354.13
921,CuCrZr,Archimedes method,Argon,Prismatic,400.0,900.0,0.05,0.03,0.07,15.99742460532076,30.268,85.4885877031328,EP-M250,https://doi.org/10.3390/ma13215028,8.94,383.0,323.0,1354.13
922,CuCrZr,Archimedes method,Argon,Prismatic,400.0,900.0,0.06,0.03,0.07,15.99742460532076,30.268,85.9459909532585,EP-M250,https://doi.org/10.3390/ma13215028,8.94,383.0,323.0,1354.13
923,CuCrZr,Archimedes method,Argon,Prismatic,400.0,900.0,0.07,0.03,0.07,15.99742460532076,30.268,85.2586597420003,EP-M250,https://doi.org/10.3390/ma13215028,8.94,383.0,323.0,1354.13
924,CuCrZr,Archimedes method,Argon,Prismatic,400.0,900.0,0.08,0.03,0.07,15.99742460532076,30.268,84.4655419668286,EP-M250,https://doi.org/10.3390/ma13215028,8.94,383.0,323.0,1354.13
925,CuCrZr,Archimedes method,Argon,Prismatic,440.0,900.0,0.05,0.03,0.07,15.99742460532076,30.268,87.6283431060479,EP-M250,https://doi.org/10.3390/ma13215028,8.94,383.0,323.0,1354.13
926,CuCrZr,Archimedes method,Argon,Prismatic,440.0,900.0,0.06,0.03,0.07,15.99742460532076,30.268,87.931891439102,EP-M250,https://doi.org/10.3390/ma13215028,8.94,383.0,323.0,1354.13
927,CuCrZr,Archimedes method,Argon,Prismatic,440.0,900.0,0.07,0.03,0.07,15.99742460532076,30.268,84.9175272239906,EP-M250,https://doi.org/10.3390/ma13215028,8.94,383.0,323.0,1354.13
928,CuCrZr,Archimedes method,Argon,Prismatic,440.0,900.0,0.08,0.03,0.07,15.99742460532076,30.268,84.0297905846875,EP-M250,https://doi.org/10.3390/ma13215028,8.94,383.0,323.0,1354.13
929,CuCrZr,Archimedes method,Argon,Prismatic,460.0,700.0,0.06,0.03,0.07,15.99742460532076,30.268,90.5009649857597,EP-M250,https://doi.org/10.3390/ma13215028,8.94,383.0,323.0,1354.13
930,CuCrZr,Archimedes method,Argon,Prismatic,460.0,800.0,0.06,0.03,0.07,15.99742460532076,30.268,89.8129100351817,EP-M250,https://doi.org/10.3390/ma13215028,8.94,383.0,323.0,1354.13
931,CuCrZr,Archimedes method,Argon,Prismatic,460.0,900.0,0.06,0.03,0.07,15.99742460532076,30.268,88.8303032333724,EP-M250,https://doi.org/10.3390/ma13215028,8.94,383.0,323.0,1354.13
932,CuCrZr,Archimedes method,Argon,Prismatic,460.0,1000.0,0.06,0.03,0.07,15.99742460532076,30.268,81.871790919752,EP-M250,https://doi.org/10.3390/ma13215028,8.94,383.0,323.0,1354.13
933,CuCrZr,Archimedes method,Argon,Cylindrical,600.0,600.0,0.11,0.08,0.08,1.999018576840449,33.8,97.8,FS271M,https://doi.org/10.1016/j.matchemphys.2023.127477,8.94,383.0,323.0,1354.13
934,CuCrZr,Archimedes method,Argon,Cylindrical,600.0,600.0,0.11,0.08,0.08,1.999018576840449,33.8,97.7,FS271M,https://doi.org/10.1016/j.matchemphys.2023.127477,8.94,383.0,323.0,1354.13
935,AlSi10Mg,Archimedes method,NI,Prismatic,625.0,1400.0,0.35,0.06,0.1,27.99977777777778,40.0,95.67,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
936,AlSi10Mg,Archimedes method,NI,Prismatic,950.0,1400.0,0.35,0.06,0.1,27.99977777777778,40.0,99.15,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
937,AlSi10Mg,Archimedes method,NI,Prismatic,788.0,2300.0,0.35,0.06,0.1,27.99977777777778,40.0,94.33,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
938,AlSi10Mg,Archimedes method,NI,Prismatic,463.0,2300.0,0.35,0.06,0.1,27.99977777777778,40.0,93.2,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
939,AlSi10Mg,Archimedes method,NI,Prismatic,300.0,1400.0,0.35,0.06,0.1,27.99977777777778,40.0,93.94,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
940,AlSi10Mg,Archimedes method,NI,Prismatic,463.0,500.0,0.35,0.06,0.1,27.99977777777778,40.0,99.57,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
941,AlSi10Mg,Archimedes method,NI,Prismatic,788.0,500.0,0.35,0.06,0.1,27.99977777777778,40.0,96.29,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
942,AlSi10Mg,Archimedes method,NI,Prismatic,788.0,1700.0,0.4,0.06,0.1,27.99977777777778,40.0,94.67,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
943,AlSi10Mg,Archimedes method,NI,Prismatic,463.0,1700.0,0.4,0.06,0.1,27.99977777777778,40.0,94.25,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
944,AlSi10Mg,Archimedes method,NI,Prismatic,625.0,800.0,0.4,0.06,0.1,27.99977777777778,40.0,99.16,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
945,AlSi10Mg,Archimedes method,NI,Prismatic,788.0,1099.0,0.3,0.06,0.1,27.99977777777778,40.0,99.77,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
946,AlSi10Mg,Archimedes method,NI,Prismatic,463.0,1099.0,0.3,0.06,0.1,27.99977777777778,40.0,95.78,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
947,AlSi10Mg,Archimedes method,NI,Prismatic,625.0,2000.0,0.3,0.06,0.1,27.99977777777778,40.0,94.83,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
948,AlSi10Mg,Archimedes method,NI,Prismatic,300.0,800.0,0.3,0.06,0.1,27.99977777777778,40.0,94.68,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
949,AlSi10Mg,Image analysis,NI,Prismatic,625.0,1400.0,0.35,0.06,0.1,27.99977777777778,40.0,90.9,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
950,AlSi10Mg,Image analysis,NI,Prismatic,950.0,1400.0,0.35,0.06,0.1,27.99977777777778,40.0,98.68,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
951,AlSi10Mg,Image analysis,NI,Prismatic,788.0,2300.0,0.35,0.06,0.1,27.99977777777778,40.0,80.21,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
952,AlSi10Mg,Image analysis,NI,Prismatic,463.0,2300.0,0.35,0.06,0.1,27.99977777777778,40.0,52.06,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
953,AlSi10Mg,Image analysis,NI,Prismatic,300.0,1400.0,0.35,0.06,0.1,27.99977777777778,40.0,60.51,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
954,AlSi10Mg,Image analysis,NI,Prismatic,463.0,500.0,0.35,0.06,0.1,27.99977777777778,40.0,98.6,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
955,AlSi10Mg,Image analysis,NI,Prismatic,788.0,500.0,0.35,0.06,0.1,27.99977777777778,40.0,93.86,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
956,AlSi10Mg,Image analysis,NI,Prismatic,788.0,1700.0,0.4,0.06,0.1,27.99977777777778,40.0,85.02,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
957,AlSi10Mg,Image analysis,NI,Prismatic,463.0,1700.0,0.4,0.06,0.1,27.99977777777778,40.0,71.78,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
958,AlSi10Mg,Image analysis,NI,Prismatic,625.0,800.0,0.4,0.06,0.1,27.99977777777778,40.0,98.93,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
959,AlSi10Mg,Image analysis,NI,Prismatic,788.0,1099.0,0.3,0.06,0.1,27.99977777777778,40.0,99.51,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
960,AlSi10Mg,Image analysis,NI,Prismatic,463.0,1099.0,0.3,0.06,0.1,27.99977777777778,40.0,94.72,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
961,AlSi10Mg,Image analysis,NI,Prismatic,625.0,2000.0,0.3,0.06,0.1,27.99977777777778,40.0,85.58,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
962,AlSi10Mg,Image analysis,NI,Prismatic,300.0,800.0,0.3,0.06,0.1,27.99977777777778,40.0,87.24,Concept Laser X Line 1000,https://doi.org/10.3390/app9030583,2.7,915.0,140.0,853.15
963,AlSi10Mg,Archimedes method,Argon,Prismatic,170.0,800.0,0.105,0.03,0.15,22.999998528,30.0,99.078640776699,Concept Laser M1,https://doi.org/10.1179/1743284714Y.0000000702,2.7,915.0,140.0,853.15
964,AlSi10Mg,Archimedes method,Argon,Prismatic,170.0,1000.0,0.105,0.03,0.15,22.999998528,30.0,99.3,Concept Laser M1,https://doi.org/10.1179/1743284714Y.0000000702,2.7,915.0,140.0,853.15
965,AlSi10Mg,Archimedes method,Argon,Prismatic,170.0,1200.0,0.105,0.03,0.15,22.999998528,30.0,99.078640776699,Concept Laser M1,https://doi.org/10.1179/1743284714Y.0000000702,2.7,915.0,140.0,853.15
966,AlSi10Mg,Archimedes method,Argon,Prismatic,170.0,1400.0,0.105,0.03,0.15,22.999998528,30.0,98.5485436893204,Concept Laser M1,https://doi.org/10.1179/1743284714Y.0000000702,2.7,915.0,140.0,853.15
967,AlSi10Mg,Archimedes method,Argon,Prismatic,170.0,1600.0,0.105,0.03,0.15,22.999998528,30.0,97.7485436893204,Concept Laser M1,https://doi.org/10.1179/1743284714Y.0000000702,2.7,915.0,140.0,853.15
968,AlSi10Mg,Archimedes method,Argon,Prismatic,180.0,900.0,0.105,0.03,0.15,22.999998528,30.0,99.0223300970873,Concept Laser M1,https://doi.org/10.1179/1743284714Y.0000000702,2.7,915.0,140.0,853.15
969,AlSi10Mg,Archimedes method,Argon,Prismatic,180.0,1100.0,0.105,0.03,0.15,22.999998528,30.0,99.2009708737864,Concept Laser M1,https://doi.org/10.1179/1743284714Y.0000000702,2.7,915.0,140.0,853.15
970,AlSi10Mg,Archimedes method,Argon,Prismatic,180.0,1400.0,0.105,0.03,0.15,22.999998528,30.0,98.8533980582524,Concept Laser M1,https://doi.org/10.1179/1743284714Y.0000000702,2.7,915.0,140.0,853.15
971,AlSi10Mg,Archimedes method,Argon,Prismatic,180.0,1500.0,0.105,0.03,0.15,22.999998528,30.0,98.6495145631068,Concept Laser M1,https://doi.org/10.1179/1743284714Y.0000000702,2.7,915.0,140.0,853.15
972,AlSi10Mg,Archimedes method,Argon,Prismatic,190.0,800.0,0.105,0.03,0.15,22.999998528,30.0,98.4009708737864,Concept Laser M1,https://doi.org/10.1179/1743284714Y.0000000702,2.7,915.0,140.0,853.15
973,AlSi10Mg,Archimedes method,Argon,Prismatic,190.0,1000.0,0.105,0.03,0.15,22.999998528,30.0,98.8009708737864,Concept Laser M1,https://doi.org/10.1179/1743284714Y.0000000702,2.7,915.0,140.0,853.15
974,AlSi10Mg,Archimedes method,Argon,Prismatic,190.0,1200.0,0.105,0.03,0.15,22.999998528,30.0,99.1504854368932,Concept Laser M1,https://doi.org/10.1179/1743284714Y.0000000702,2.7,915.0,140.0,853.15
975,AlSi10Mg,Archimedes method,Argon,Prismatic,190.0,1400.0,0.105,0.03,0.15,22.999998528,30.0,99.1019417475728,Concept Laser M1,https://doi.org/10.1179/1743284714Y.0000000702,2.7,915.0,140.0,853.15
976,AlSi10Mg,Archimedes method,Argon,Prismatic,190.0,1600.0,0.105,0.03,0.15,22.999998528,30.0,98.8514563106796,Concept Laser M1,https://doi.org/10.1179/1743284714Y.0000000702,2.7,915.0,140.0,853.15
977,AlSi10Mg,Archimedes method,Argon,Prismatic,200.0,800.0,0.105,0.03,0.15,22.999998528,30.0,98.5291262135922,Concept Laser M1,https://doi.org/10.1179/1743284714Y.0000000702,2.7,915.0,140.0,853.15
978,AlSi10Mg,Archimedes method,Argon,Prismatic,200.0,900.0,0.105,0.03,0.15,22.999998528,30.0,98.7485436893204,Concept Laser M1,https://doi.org/10.1179/1743284714Y.0000000702,2.7,915.0,140.0,853.15
979,AlSi10Mg,Archimedes method,Argon,Prismatic,200.0,1000.0,0.105,0.03,0.15,22.999998528,30.0,98.9019417475728,Concept Laser M1,https://doi.org/10.1179/1743284714Y.0000000702,2.7,915.0,140.0,853.15
980,AlSi10Mg,Archimedes method,Argon,Prismatic,200.0,1100.0,0.105,0.03,0.15,22.999998528,30.0,98.9019417475728,Concept Laser M1,https://doi.org/10.1179/1743284714Y.0000000702,2.7,915.0,140.0,853.15
981,AlSi10Mg,Archimedes method,Argon,Prismatic,200.0,1200.0,0.105,0.03,0.15,22.999998528,30.0,99.1058252427184,Concept Laser M1,https://doi.org/10.1179/1743284714Y.0000000702,2.7,915.0,140.0,853.15
982,AlSi10Mg,Archimedes method,Argon,Prismatic,200.0,1300.0,0.105,0.03,0.15,22.999998528,30.0,99.1543689320388,Concept Laser M1,https://doi.org/10.1179/1743284714Y.0000000702,2.7,915.0,140.0,853.15
983,AlSi10Mg,Archimedes method,Argon,Prismatic,200.0,1400.0,0.105,0.03,0.15,22.999998528,30.0,99.3504854368932,Concept Laser M1,https://doi.org/10.1179/1743284714Y.0000000702,2.7,915.0,140.0,853.15
984,AlSi10Mg,Archimedes method,Argon,Prismatic,200.0,1500.0,0.105,0.03,0.15,22.999998528,30.0,99.3019417475728,Concept Laser M1,https://doi.org/10.1179/1743284714Y.0000000702,2.7,915.0,140.0,853.15
985,AlSi10Mg,Archimedes method,Argon,Prismatic,200.0,1600.0,0.105,0.03,0.15,22.999998528,30.0,99.1019417475728,Concept Laser M1,https://doi.org/10.1179/1743284714Y.0000000702,2.7,915.0,140.0,853.15
986,AlSi10Mg,Archimedes method,NI,Cylindrical,200.0,571.43,0.08,0.025,0.08,1.999999893333333,45.0,97.0,Renishaw AM400 ,https://doi.org/10.1016/j.rinp.2018.12.018,2.7,915.0,140.0,853.15
987,AlSi10Mg,Archimedes method,NI,Cylindrical,200.0,571.43,0.08,0.025,0.08,1.999999893333333,45.0,99.3,Renishaw AM400 ,https://doi.org/10.1016/j.rinp.2018.12.018,2.7,915.0,140.0,853.15
988,AlSi10Mg,Archimedes method,Argon,Prismatic,250.0,1100.0,0.07,0.03,0.08,26.986176,41.5,98.13432835820896,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
989,AlSi10Mg,Archimedes method,Argon,Prismatic,250.0,1100.0,0.1,0.03,0.08,26.986176,41.5,98.58208955223881,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
990,AlSi10Mg,Archimedes method,Argon,Prismatic,250.0,1100.0,0.13,0.03,0.08,26.986176,41.5,99.32835820895522,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
991,AlSi10Mg,Archimedes method,Argon,Prismatic,250.0,1600.0,0.07,0.03,0.08,26.986176,41.5,99.21641791044776,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
992,AlSi10Mg,Archimedes method,Argon,Prismatic,250.0,1600.0,0.1,0.03,0.08,26.986176,41.5,99.85074626865672,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
993,AlSi10Mg,Archimedes method,Argon,Prismatic,250.0,1600.0,0.13,0.03,0.08,26.986176,41.5,99.36567164179104,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
994,AlSi10Mg,Archimedes method,Argon,Prismatic,250.0,2100.0,0.07,0.03,0.08,26.986176,41.5,99.58955223880596,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
995,AlSi10Mg,Archimedes method,Argon,Prismatic,250.0,2100.0,0.1,0.03,0.08,26.986176,41.5,99.06716417910448,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
996,AlSi10Mg,Archimedes method,Argon,Prismatic,250.0,2100.0,0.13,0.03,0.08,26.986176,41.5,98.65671641791045,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
997,AlSi10Mg,Archimedes method,Argon,Prismatic,300.0,1100.0,0.07,0.03,0.08,26.986176,41.5,98.09701492537313,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
998,AlSi10Mg,Archimedes method,Argon,Prismatic,300.0,1100.0,0.1,0.03,0.08,26.986176,41.5,98.99253731343283,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
999,AlSi10Mg,Archimedes method,Argon,Prismatic,300.0,1100.0,0.13,0.03,0.08,26.986176,41.5,98.32089552238806,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
1000,AlSi10Mg,Archimedes method,Argon,Prismatic,300.0,1600.0,0.07,0.03,0.08,26.986176,41.5,98.84328358208955,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
1001,AlSi10Mg,Archimedes method,Argon,Prismatic,300.0,1600.0,0.1,0.03,0.08,26.986176,41.5,99.44029850746269,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
1002,AlSi10Mg,Archimedes method,Argon,Prismatic,300.0,1600.0,0.13,0.03,0.08,26.986176,41.5,99.2910447761194,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
1003,AlSi10Mg,Archimedes method,Argon,Prismatic,300.0,2100.0,0.07,0.03,0.08,26.986176,41.5,99.17910447761194,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
1004,AlSi10Mg,Archimedes method,Argon,Prismatic,300.0,2100.0,0.1,0.03,0.08,26.986176,41.5,99.55223880597015,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
1005,AlSi10Mg,Archimedes method,Argon,Prismatic,300.0,2100.0,0.13,0.03,0.08,26.986176,41.5,98.69402985074628,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
1006,AlSi10Mg,Archimedes method,Argon,Prismatic,350.0,1100.0,0.07,0.03,0.08,26.986176,41.5,96.67910447761194,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
1007,AlSi10Mg,Archimedes method,Argon,Prismatic,350.0,1100.0,0.1,0.03,0.08,26.986176,41.5,96.08208955223881,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
1008,AlSi10Mg,Archimedes method,Argon,Prismatic,350.0,1100.0,0.13,0.03,0.08,26.986176,41.5,97.27611940298507,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
1009,AlSi10Mg,Archimedes method,Argon,Prismatic,350.0,1600.0,0.07,0.03,0.08,26.986176,41.5,98.80597014925372,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
1010,AlSi10Mg,Archimedes method,Argon,Prismatic,350.0,1600.0,0.1,0.03,0.08,26.986176,41.5,98.88059701492537,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
1011,AlSi10Mg,Archimedes method,Argon,Prismatic,350.0,1600.0,0.13,0.03,0.08,26.986176,41.5,99.2910447761194,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
1012,AlSi10Mg,Archimedes method,Argon,Prismatic,350.0,2100.0,0.07,0.03,0.08,26.986176,41.5,99.14179104477611,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
1013,AlSi10Mg,Archimedes method,Argon,Prismatic,350.0,2100.0,0.1,0.03,0.08,26.986176,41.5,99.40298507462687,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
1014,AlSi10Mg,Archimedes method,Argon,Prismatic,350.0,2100.0,0.13,0.03,0.08,26.986176,41.5,99.36567164179104,SLM 125HL,https://doi.org/10.1088/2053-1591/ab18d0,2.7,915.0,140.0,853.15
1015,AlSi10Mg,Other,Argon,Cylindrical,300.0,1200.0,0.15,0.03,0.1,0.9998957957882901,25.6,99.96,EOS M280,https://doi.org/10.1016/j.msea.2019.138713,2.7,915.0,140.0,853.15
1016,AlSi10Mg,Image analysis,NI,Prismatic,300.0,1000.0,0.15,0.05,0.085,17.99964190137804,41.5,99.2,AconityLAB,https://doi.org/10.2351/7.0000100,2.7,915.0,140.0,853.15
1017,AlSi10Mg,Image analysis,NI,Prismatic,300.0,1500.0,0.15,0.05,0.085,17.99964190137804,41.5,96.2,AconityLAB,https://doi.org/10.2351/7.0000100,2.7,915.0,140.0,853.15
1018,AlSi10Mg,Image analysis,NI,Prismatic,300.0,2000.0,0.15,0.05,0.085,17.99964190137804,41.5,85.4,AconityLAB,https://doi.org/10.2351/7.0000100,2.7,915.0,140.0,853.15
1019,AlSi10Mg,Image analysis,NI,Prismatic,400.0,1000.0,0.15,0.05,0.085,17.99964190137804,41.5,99.7,AconityLAB,https://doi.org/10.2351/7.0000100,2.7,915.0,140.0,853.15
1020,AlSi10Mg,Image analysis,NI,Prismatic,400.0,1500.0,0.15,0.05,0.085,17.99964190137804,41.5,99.3,AconityLAB,https://doi.org/10.2351/7.0000100,2.7,915.0,140.0,853.15
1021,AlSi10Mg,Image analysis,NI,Prismatic,400.0,2000.0,0.15,0.05,0.085,17.99964190137804,41.5,97.0,AconityLAB,https://doi.org/10.2351/7.0000100,2.7,915.0,140.0,853.15
1022,AlSi10Mg,Image analysis,NI,Prismatic,500.0,1000.0,0.15,0.05,0.085,17.99964190137804,41.5,99.3,AconityLAB,https://doi.org/10.2351/7.0000100,2.7,915.0,140.0,853.15
1023,AlSi10Mg,Image analysis,NI,Prismatic,500.0,1500.0,0.15,0.05,0.085,17.99964190137804,41.5,99.7,AconityLAB,https://doi.org/10.2351/7.0000100,2.7,915.0,140.0,853.15
1024,AlSi10Mg,Image analysis,NI,Prismatic,500.0,2000.0,0.15,0.05,0.085,17.99964190137804,41.5,99.7,AconityLAB,https://doi.org/10.2351/7.0000100,2.7,915.0,140.0,853.15
1025,AlSi10Mg,Image analysis,NI,Prismatic,600.0,1000.0,0.15,0.05,0.085,17.99964190137804,41.5,99.2,AconityLAB,https://doi.org/10.2351/7.0000100,2.7,915.0,140.0,853.15
1026,AlSi10Mg,Image analysis,NI,Prismatic,600.0,1500.0,0.15,0.05,0.085,17.99964190137804,41.5,99.6,AconityLAB,https://doi.org/10.2351/7.0000100,2.7,915.0,140.0,853.15
1027,AlSi10Mg,Image analysis,NI,Prismatic,600.0,2000.0,0.15,0.05,0.085,17.99964190137804,41.5,99.8,AconityLAB,https://doi.org/10.2351/7.0000100,2.7,915.0,140.0,853.15
1028,AlSi10Mg,Image analysis,NI,Prismatic,700.0,1000.0,0.15,0.05,0.085,17.99964190137804,41.5,99.3,AconityLAB,https://doi.org/10.2351/7.0000100,2.7,915.0,140.0,853.15
1029,AlSi10Mg,Image analysis,NI,Prismatic,700.0,1500.0,0.15,0.05,0.085,17.99964190137804,41.5,99.4,AconityLAB,https://doi.org/10.2351/7.0000100,2.7,915.0,140.0,853.15
1030,AlSi10Mg,Image analysis,NI,Prismatic,700.0,2000.0,0.15,0.05,0.085,17.99964190137804,41.5,99.6,AconityLAB,https://doi.org/10.2351/7.0000100,2.7,915.0,140.0,853.15
1031,AlSi10Mg,Image analysis,NI,Prismatic,800.0,1000.0,0.15,0.05,0.085,17.99964190137804,41.5,99.5,AconityLAB,https://doi.org/10.2351/7.0000100,2.7,915.0,140.0,853.15
1032,AlSi10Mg,Image analysis,NI,Prismatic,800.0,1500.0,0.15,0.05,0.085,17.99964190137804,41.5,99.8,AconityLAB,https://doi.org/10.2351/7.0000100,2.7,915.0,140.0,853.15
1033,AlSi10Mg,Image analysis,NI,Prismatic,800.0,2000.0,0.15,0.05,0.085,17.99964190137804,41.5,99.7,AconityLAB,https://doi.org/10.2351/7.0000100,2.7,915.0,140.0,853.15
1034,AlSi10Mg,Archimedes method,Argon,NI,350.0,1150.0,0.17,0.05,0.1,2.999999890670554,41.5,98.63,SLM 280HL,https://doi.org/10.25341/D48309,2.7,915.0,140.0,853.15
1035,AlSi10Mg,Archimedes method,Argon,NI,350.0,1150.0,0.17,0.05,0.1,2.999999890670554,41.5,98.72,SLM 280HL,https://doi.org/10.25341/D48309,2.7,915.0,140.0,853.15
1036,AlSi10Mg,Archimedes method,Argon,NI,350.0,1150.0,0.17,0.05,0.1,2.999999890670554,41.5,98.69,SLM 280HL,https://doi.org/10.25341/D48309,2.7,915.0,140.0,853.15
1037,AlSi10Mg,Archimedes method,Nitrogen,Prismatic,150.0,1200.0,0.13,0.03,0.07,64.94249216,41.0,94.4,SLM 125HL,https://doi.org/10.1007/s13632-020-00659-w,2.7,915.0,140.0,853.15
1038,AlSi10Mg,Archimedes method,Nitrogen,Prismatic,200.0,1200.0,0.13,0.03,0.07,64.94249216,41.0,97.3,SLM 125HL,https://doi.org/10.1007/s13632-020-00659-w,2.7,915.0,140.0,853.15
1039,AlSi10Mg,Archimedes method,Nitrogen,Prismatic,250.0,1200.0,0.13,0.03,0.07,64.94249216,41.0,97.2,SLM 125HL,https://doi.org/10.1007/s13632-020-00659-w,2.7,915.0,140.0,853.15
